Job_Title,Min_Salary,Max_Salary,Company,Ratings,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$92K,$155K,Moxie Software,3.0,"Bellevue, WA","San Bruno, CA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"LivePerson, Salesforce, SAP"
Data Scientist(s)/Machine Learning Engineer,$92K,$155K,Blue Horizon Tek Solutions,5.0,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown
Data Scientist,$92K,$155K,Unicom Technologies INC,4.7,"Chicago, IL","Naperville, IL",51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown
Data Engineer,$92K,$155K,Americo Life,3.3,"Kansas City, MO","Kansas City, MO",201 to 500 employees,1992,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),Unknown
Data Scientist,$92K,$155K,Tokio Marine HCC,3.3,"Houston, TX","Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Zurich Insurance, AXA XL, Allianz"
Data Scientist,$92K,$155K,CACI International,3.5,"Chantilly, VA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC"
"AI/ML - Machine Learning Scientist, Siri Understanding",$92K,$155K,Apple,4.1,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
Data Scientist,$92K,$155K,Maxar Technologies,3.5,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),Unknown
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$92K,$155K,Southwest Research Institute,3.9,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Data Scientist,$92K,$155K,Compass Consulting Group,4.7,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown
Data Science Software Engineer,$92K,$155K,Klaviyo,4.8,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Unknown
"Scientist / Group Lead, Cancer Biology",$92K,$155K,Monte Rosa Therapeutics,,"Cambridge, MA",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
AI Ops Data Scientist,$92K,$155K,AstraZeneca,4.0,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
Senior Data Scientist,$105K,$167K,GutCheck,3.8,"Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey"
Sr. ML/Data Scientist - AI/NLP/Chatbot,$105K,$167K,Juniper Networks,3.8,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Unknown
Data Scientist,$105K,$167K,Hexagon US Federal,2.7,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,Comtech Global Inc,4.0,"Washington, DC","Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),Unknown
Data Scientist,$105K,$167K,Berico Technologies,,"Fort Belvoir, VA",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,Kehe Food Distributors,,"Naperville, IL",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,"Aveshka, Inc.",3.8,"Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),Unknown
Data Scientist,$105K,$167K,Perspecta,3.2,"Adelphi, MD","Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,Pactera Edge,,"Redmond, WA",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,Qurate Retail Group,3.6,"West Chester, PA","West Chester, PA",10000+ employees,,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,"SolutionIT, Inc.",4.4,"Edison, NJ","Wilmington, MA",51 to 200 employees,,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,A-Line Staffing Solutions,4.1,"Durham, NC","Utica, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,Clear Ridge Defense,,"Quantico, VA","Baltimore, MD",1 to 50 employees,,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,"Criterion Systems, Inc.",3.8,"Vienna, VA","Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Unknown
Data Scientist,$105K,$167K,Foundation Medicine,4.0,"Boston, MA","Cambridge, MA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, Myriad Genetics, The Broad Institute"
Data Scientist,$105K,$167K,TRANZACT,3.6,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,JKGT,,"San Francisco, CA",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,AccessHope,,"Irwindale, CA",not available,Unknown,,Unknown,Unknown,Unknown,Unknown / Non-Applicable,Unknown
Data Scientist,$105K,$167K,ChaTeck Incorporated,5.0,"San Francisco, CA","Santa Clara, CA",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),Unknown
Data Scientist,$105K,$167K,1-800-Flowers,2.7,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),Unknown
